enrollment_id,student_id,course_id,grade
21040,350,25,A
21041,6022,800,B
21042,13303,620,B
21043,21014,629,C
21044,43163,595,D
21045,9497,525,D
21046,34148,372,F
21047,17598,658,C
21048,36756,453,F
21049,30070,606,D
21050,40556,711,C
21051,124,907,F
21052,43292,293,B
21053,37293,797,B
21054,29045,79,B
21055,3943,936,C
21056,33244,425,A
21057,48163,622,F
21058,43521,171,F
21059,41344,217,B
21060,16264,949,C
21061,40314,423,B
21062,24971,973,C
21063,45980,763,F
21064,33849,271,C
21065,49589,200,A
21066,40801,994,C
21067,19027,520,A
21068,24278,48,D
21069,9833,286,C
21070,38509,20,A
21071,32764,346,D
21072,9664,150,C
21073,7182,630,B
21074,26560,629,B
21075,17068,705,D
21076,18829,356,A
21077,23159,682,A
21078,32691,988,A
21079,9352,175,F
21080,40672,978,B
21081,21424,824,A
21082,27731,344,F
21083,43309,398,A
21084,27673,456,D
21085,1658,837,D
21086,14096,351,B
21087,4368,633,F
21088,13602,869,B
21089,14866,899,B
21090,1682,227,D
21091,47061,14,A
21092,18556,285,D
21093,25928,63,A
21094,377,733,B
21095,17679,532,B
21096,36767,400,F
21097,34827,995,F
21098,44518,591,D
21099,36099,255,B
21100,29434,595,F
21101,43735,611,C
21102,37770,229,D
21103,12202,802,A
21104,17702,782,A
21105,27062,255,F
21106,12749,726,B
21107,48220,99,A
21108,48364,99,F
21109,18658,470,A
21110,18468,457,C
21111,8359,806,D
21112,7762,457,A
21113,13517,618,C
21114,47324,118,C
21115,11128,62,C
21116,37042,592,F
21117,28218,719,C
21118,35618,235,A
21119,1722,644,B
21120,9122,583,A
21121,7769,331,B
21122,32042,531,F
21123,12733,349,F
21124,38699,629,A
21125,23917,717,A
21126,27076,615,D
21127,4566,682,D
21128,43339,397,C
21129,21777,779,C
21130,34878,402,C
21131,1958,894,B
21132,23246,266,D
21133,22142,910,C
21134,34372,967,D
21135,28122,970,D
21136,31475,919,F
21137,26705,185,F
21138,24319,391,F
21139,49724,652,D
21140,16256,226,F
21141,4023,194,B
21142,23828,259,F
21143,28023,703,C
21144,21849,757,A
21145,6472,959,B
21146,30690,810,B
21147,37259,628,A
21148,5450,903,A
21149,31573,486,D
21150,2107,27,F
21151,47375,939,F
21152,36242,919,F
21153,27001,654,A
21154,44854,610,F
21155,5635,72,A
21156,41694,372,B
21157,46035,47,B
21158,34364,872,A
21159,17208,628,D
21160,47058,980,B
21161,49764,463,F
21162,49273,782,F
21163,18619,124,B
21164,44137,388,F
21165,4683,757,B
21166,6302,198,F
21167,28212,279,A
21168,26952,201,C
21169,22227,580,C
21170,46701,588,D
21171,36272,670,C
21172,2449,309,A
21173,1840,593,F
21174,41960,799,D
21175,10994,785,B
21176,25752,271,D
21177,40987,768,B
21178,203,242,D
21179,24873,241,B
21180,1156,613,B
21181,31131,899,F
21182,29258,24,D
21183,2289,223,A
21184,22150,742,B
21185,14050,196,B
21186,3475,661,A
21187,23218,118,B
21188,7799,925,B
21189,17151,445,A
21190,22461,714,F
21191,35597,777,A
21192,42882,743,A
21193,10277,740,C
21194,25244,825,D
21195,9347,283,F
21196,28162,372,C
21197,21710,228,F
21198,37576,381,B
21199,31205,198,F
21200,11348,806,B
21201,17596,524,C
21202,3124,199,D
21203,34593,607,F
21204,26804,153,B
21205,13691,165,B
21206,25284,42,A
21207,18678,326,B
21208,22393,617,B
21209,25485,81,C
21210,10755,695,A
21211,46709,328,F
21212,3884,383,D
21213,26877,73,D
21214,24509,886,B
21215,30133,418,C
21216,43142,330,B
21217,26306,475,B
21218,10538,594,C
21219,41036,648,F
21220,9415,199,A
21221,41384,860,D
21222,6200,688,A
21223,34643,138,A
21224,48805,455,C
21225,47803,897,B
21226,42681,524,F
21227,282,53,B
21228,41599,840,A
21229,32813,666,A
21230,23091,174,F
21231,37101,470,A
21232,42315,80,C
21233,36328,279,B
21234,45752,377,A
21235,5576,387,A
21236,19800,173,A
21237,43373,49,D
21238,33906,205,D
21239,20206,641,F
21240,2290,790,C
21241,2624,530,B
21242,48339,275,F
21243,48092,963,D
21244,23908,637,B
21245,18330,403,A
21246,49423,52,C
21247,45664,690,A
21248,32431,37,A
21249,22568,245,B
21250,9789,252,C
21251,17980,168,B
21252,34619,796,F
21253,1397,648,C
21254,14923,174,F
21255,32165,531,A
21256,17917,78,A
21257,5221,980,A
21258,38312,693,D
21259,31117,617,A
21260,14953,555,A
21261,11574,799,D
21262,14966,981,F
21263,31823,168,C
21264,25772,809,A
21265,27151,835,D
21266,3412,390,B
21267,31607,65,F
21268,3607,153,F
21269,35740,823,B
21270,2003,799,B
21271,13933,133,A
21272,1093,489,C
21273,41801,311,F
21274,25306,36,D
21275,2686,110,A
21276,21016,28,A
21277,44904,926,A
21278,40077,144,D
21279,26891,208,B
21280,25799,965,C
21281,7673,935,C
21282,20634,830,D
21283,42868,577,B
21284,49223,381,A
21285,40857,162,A
21286,26273,942,A
21287,7945,369,A
21288,31481,870,B
21289,39328,282,F
21290,48159,544,B
21291,20930,351,B
21292,6846,347,C
21293,11874,515,B
21294,44525,455,C
21295,32694,944,A
21296,22854,164,A
21297,13754,362,B
21298,14799,624,A
21299,27905,181,F
21300,45942,234,D
21301,349,835,C
21302,4562,52,F
21303,37831,902,C
21304,36667,548,A
21305,29788,637,B
21306,32096,79,F
21307,37214,726,A
21308,37852,978,F
21309,23153,325,F
21310,42894,928,F
21311,16886,820,C
21312,37200,679,A
21313,48838,294,A
21314,43927,228,F
21315,9743,915,C
21316,21392,533,B
21317,22994,948,A
21318,44491,642,A
21319,32561,77,B
21320,23002,35,B
21321,42087,672,D
21322,34787,490,D
21323,24557,181,A
21324,27257,745,D
21325,38492,285,D
21326,13332,5,D
21327,33783,878,A
21328,49267,261,B
21329,21296,185,C
21330,29699,651,F
21331,34894,130,F
21332,5467,980,C
21333,33072,514,B
21334,49339,477,C
21335,41260,557,B
21336,17245,378,A
21337,32283,152,F
21338,26105,329,D
21339,32238,906,C
21340,30192,290,F
21341,21125,783,B
21342,10385,301,C
21343,12067,115,B
21344,33803,696,A
21345,46751,672,F
21346,39016,550,C
21347,44349,353,B
21348,6916,322,B
21349,37291,891,B
21350,39205,358,D
21351,362,807,D
21352,34479,353,A
21353,18473,870,C
21354,22756,398,D
21355,13638,25,D
21356,46017,397,D
21357,17354,893,D
21358,38917,429,C
21359,11434,828,A
21360,28729,245,A
21361,49771,620,A
21362,20102,555,C
21363,15212,490,C
21364,21508,634,D
21365,30882,18,A
21366,9114,805,C
21367,24457,686,F
21368,21107,268,F
21369,45842,341,D
21370,24159,394,C
21371,37220,940,F
21372,24985,159,F
21373,48185,549,F
21374,36560,247,C
21375,35594,284,C
21376,29997,223,D
21377,5903,320,C
21378,524,830,F
21379,13440,535,D
21380,12615,731,C
21381,16432,937,B
21382,24275,809,C
21383,45942,431,B
21384,20359,922,D
21385,29908,650,B
21386,32441,999,A
21387,40945,177,A
21388,40128,383,F
21389,17721,896,B
21390,30714,405,C
21391,7308,716,D
21392,8541,308,B
21393,46492,643,B
21394,16097,335,F
21395,42814,479,A
21396,35866,22,D
21397,5661,955,B
21398,30822,63,A
21399,39442,491,A
21400,17183,301,D
21401,36032,921,F
21402,32178,614,A
21403,22049,401,A
21404,1922,128,A
21405,29663,924,F
21406,35900,448,D
21407,11736,76,C
21408,43014,987,C
21409,28845,705,A
21410,38251,328,D
21411,7587,860,F
21412,23550,198,F
21413,35992,123,D
21414,21935,685,F
21415,42733,620,A
21416,3572,843,A
21417,47059,976,C
21418,2059,11,C
21419,26564,423,B
21420,3444,916,B
21421,23920,645,D
21422,25671,38,B
21423,33927,782,F
21424,30336,849,B
21425,19233,217,C
21426,42816,416,A
21427,20502,830,D
21428,1632,123,B
21429,23142,31,A
21430,9472,554,A
21431,43673,853,F
21432,42871,627,D
21433,33796,670,D
21434,33488,329,D
21435,1025,651,C
21436,11789,908,F
21437,27269,188,C
21438,44050,352,C
21439,37733,810,D
21440,21884,460,F
21441,21070,715,B
21442,6711,364,B
21443,9126,15,C
21444,35089,724,F
21445,17691,426,D
21446,45409,422,D
21447,28637,433,F
21448,39963,783,D
21449,32561,982,A
21450,11282,460,B
21451,22153,354,F
21452,40425,990,A
21453,29469,388,B
21454,5690,464,F
21455,44209,298,F
21456,4328,414,D
21457,32619,469,D
21458,3662,267,F
21459,1300,206,B
21460,46790,972,F
21461,38488,321,A
21462,30967,264,A
21463,21226,66,B
21464,20431,695,D
21465,37751,900,A
21466,31140,112,A
21467,32130,429,A
21468,32253,990,C
21469,24747,521,A
21470,47032,941,B
21471,4484,38,D
21472,42775,496,B
21473,43007,481,A
21474,20108,710,B
21475,48508,535,C
21476,40380,704,D
21477,49001,179,B
21478,17525,549,C
21479,8258,422,F
21480,28704,510,C
21481,16101,760,D
21482,32101,773,C
21483,20731,336,C
21484,5766,175,D
21485,17040,802,D
21486,9872,955,F
21487,9432,191,F
21488,294,912,B
21489,38228,213,B
21490,21146,457,D
21491,12571,934,F
21492,33088,377,A
21493,11366,642,A
21494,40226,245,B
21495,20564,454,A
21496,12535,155,D
21497,14346,606,F
21498,41721,251,F
21499,7345,655,A
21500,22077,422,D
21501,30227,91,D
21502,3335,444,B
21503,2245,311,C
21504,38723,737,D
21505,21104,22,B
21506,10678,741,B
21507,26091,702,F
21508,34963,485,D
21509,18594,192,A
21510,33584,37,F
21511,9788,426,D
21512,40523,573,F
21513,9392,76,B
21514,29978,777,D
21515,3980,171,A
21516,27518,800,F
21517,43692,102,A
21518,43041,758,D
21519,33132,588,F
21520,26260,363,C
21521,29466,122,F
21522,22179,657,F
21523,12832,709,D
21524,37231,550,F
21525,48140,497,A
21526,48723,976,F
21527,40047,627,D
21528,31636,947,B
21529,6186,759,B
21530,33510,72,C
21531,2535,615,D
21532,29518,306,F
21533,3626,112,F
21534,12020,416,F
21535,15261,63,B
21536,472,236,C
21537,17892,2,C
21538,48316,615,F
21539,45157,212,C
21540,8903,864,C
21541,8189,379,D
21542,24934,599,F
21543,44550,549,F
21544,32423,665,F
21545,18693,568,D
21546,8420,74,B
21547,758,679,B
21548,29412,130,A
21549,7498,910,A
21550,43429,562,D
21551,19999,230,F
21552,43358,30,F
21553,39300,984,F
21554,33925,423,F
21555,49425,686,A
21556,3829,841,F
21557,2683,526,A
21558,37115,376,D
21559,14348,500,A
21560,45285,426,B
21561,32233,563,F
21562,38543,357,F
21563,17674,518,C
21564,4811,130,A
21565,38886,368,B
21566,13637,743,D
21567,308,838,D
21568,36523,167,A
21569,19983,697,A
21570,30532,296,F
21571,35840,861,C
21572,4977,651,A
21573,8617,101,B
21574,14121,898,A
21575,39126,703,F
21576,23143,395,B
21577,22709,772,A
21578,13067,265,A
21579,43136,933,D
21580,1153,396,C
21581,36709,111,C
21582,47587,473,C
21583,11867,383,D
21584,2158,443,C
21585,41831,778,C
21586,44798,725,A
21587,42628,205,B
21588,16201,149,D
21589,7418,838,F
21590,29253,255,B
21591,35612,461,B
21592,43203,779,A
21593,12472,208,C
21594,2874,852,B
21595,36629,769,F
21596,10592,838,C
21597,8902,168,D
21598,12152,516,F
21599,48552,885,A
21600,45698,99,F
21601,29122,636,D
21602,36425,658,B
21603,8954,78,F
21604,46255,511,A
21605,43891,941,A
21606,44858,243,B
21607,33178,642,D
21608,24907,83,D
21609,30357,686,F
21610,12881,752,C
21611,34493,385,A
21612,29352,871,A
21613,16498,236,F
21614,48472,349,F
21615,37011,746,B
21616,12272,891,B
21617,43531,951,C
21618,38814,707,F
21619,38940,854,D
21620,40457,402,A
21621,11953,344,B
21622,39595,975,C
21623,22521,230,C
21624,23897,652,C
21625,409,776,F
21626,13829,457,B
21627,4236,587,D
21628,21413,873,F
21629,23176,546,C
21630,34607,360,F
21631,1974,693,B
21632,48623,622,F
21633,6253,293,F
21634,43360,144,F
21635,14911,438,D
21636,24235,515,A
21637,7077,577,A
21638,28229,630,D
21639,11668,777,A
21640,22363,344,A
21641,3946,571,A
21642,39061,562,A
21643,43399,859,D
21644,21421,678,C
21645,10083,456,B
21646,48465,434,C
21647,10187,543,D
21648,8333,407,B
21649,14450,623,F
21650,9954,849,F
21651,27314,380,B
21652,19025,558,F
21653,45156,956,F
21654,25988,154,F
21655,48763,526,B
21656,38063,876,A
21657,11290,996,C
21658,27350,677,D
21659,17644,663,B
21660,39657,898,A
21661,42473,536,F
21662,41360,156,F
21663,18680,63,F
21664,40888,465,C
21665,48231,684,C
21666,16126,857,A
21667,46955,732,F
21668,4937,990,D
21669,47204,489,D
21670,853,355,D
21671,45819,508,B
21672,15316,515,D
21673,15473,781,B
21674,6217,877,C
21675,41797,887,B
21676,38779,591,A
21677,43946,572,D
21678,48880,710,C
21679,8727,85,A
21680,20978,993,F
21681,46330,621,B
21682,3010,908,B
21683,26234,494,A
21684,18142,761,A
21685,31363,391,F
21686,44825,739,B
21687,23213,735,A
21688,2430,703,F
21689,1237,140,C
21690,20838,631,D
21691,45688,156,D
21692,6494,893,B
21693,29329,944,D
21694,35088,945,D
21695,336,256,B
21696,36899,439,F
21697,27126,497,C
21698,11505,656,F
21699,32880,499,F
21700,19317,300,A
21701,20344,758,D
21702,12392,713,A
21703,1259,304,F
21704,43688,16,F
21705,31362,343,D
21706,280,567,C
21707,9277,285,D
21708,13426,554,F
21709,22763,69,A
21710,34606,533,F
21711,27781,291,F
21712,22230,992,D
21713,47951,956,B
21714,19874,635,B
21715,10160,602,C
21716,28333,241,C
21717,30498,758,B
21718,988,563,A
21719,17003,915,A
21720,5777,689,B
21721,9988,841,C
21722,29354,649,B
21723,21623,985,D
21724,33074,634,A
21725,22366,367,C
21726,32469,372,C
21727,9923,784,C
21728,18514,531,A
21729,11203,446,A
21730,8609,92,F
21731,24049,707,D
21732,18609,308,D
21733,15298,295,B
21734,36081,941,D
21735,33828,930,C
21736,48361,527,C
21737,37321,740,B
21738,24878,670,F
21739,32410,201,D
21740,47649,508,B
21741,23526,760,A
21742,37686,518,C
21743,34996,839,F
21744,32076,93,F
21745,13905,993,D
21746,35000,451,C
21747,933,304,C
21748,35894,193,C
21749,1246,778,D
21750,2763,242,B
21751,28602,248,B
21752,40559,193,B
21753,7944,915,C
21754,48577,743,B
21755,41175,680,F
21756,35261,825,D
21757,38725,241,B
21758,9448,564,F
21759,42395,668,C
21760,39252,532,B
21761,26294,185,C
21762,45088,358,F
21763,23672,839,D
21764,10759,870,D
21765,37175,211,C
21766,23115,143,D
21767,8962,916,B
21768,25578,889,F
21769,30608,35,F
21770,36918,857,B
21771,22150,888,F
21772,5132,527,F
21773,1675,834,D
21774,33257,119,D
21775,3227,718,A
21776,41155,30,C
21777,30766,14,D
21778,23900,764,B
21779,8578,802,B
21780,45191,878,F
21781,702,182,C
21782,3188,137,C
21783,38655,694,C
21784,14513,173,B
21785,12622,35,D
21786,41712,306,A
21787,19799,561,A
21788,29549,458,F
21789,9109,963,D
21790,48518,980,C
21791,31639,203,F
21792,49175,235,C
21793,18358,692,F
21794,10086,182,C
21795,36273,421,B
21796,35402,167,C
21797,32103,130,B
21798,22943,909,D
21799,8322,613,D
21800,26317,427,A
21801,1058,598,D
21802,9340,543,D
21803,43605,700,A
21804,35973,567,C
21805,16091,814,D
21806,15924,331,F
21807,18859,171,D
21808,47049,562,C
21809,27083,853,D
21810,38848,393,A
21811,18358,859,D
21812,4652,197,D
21813,47148,846,D
21814,9418,396,B
21815,25934,786,C
21816,1421,800,F
21817,4070,995,B
21818,36602,729,D
21819,28345,825,F
21820,45058,948,F
21821,39021,281,B
21822,18649,776,B
21823,6097,70,D
21824,20772,481,C
21825,8530,947,C
21826,21001,68,C
21827,11151,224,D
21828,17270,161,A
21829,33467,360,C
21830,34681,868,A
21831,33823,782,D
21832,40449,11,F
21833,26505,368,A
21834,19778,714,F
21835,39362,714,B
21836,32321,822,D
21837,10859,761,D
21838,39419,177,F
21839,7220,805,F
21840,9320,45,B
21841,34179,894,D
21842,34923,907,F
21843,28602,304,F
21844,26887,471,F
21845,17183,504,D
21846,9932,386,D
21847,11324,845,A
21848,32735,622,D
21849,13777,710,D
21850,28820,822,F
21851,35753,528,D
21852,43606,679,D
21853,39616,786,B
21854,14845,664,A
21855,9473,533,C
21856,12623,89,C
21857,7832,5,B
21858,31793,391,D
21859,22962,230,D
21860,21391,2,C
21861,11022,255,C
21862,42121,187,D
21863,41383,959,F
21864,42748,344,B
21865,7934,612,A
21866,18654,360,B
21867,2458,831,A
21868,30253,9,D
21869,46366,958,F
21870,13472,809,A
21871,26667,583,F
21872,30725,336,A
21873,5986,961,C
21874,36869,476,C
21875,5230,386,F
21876,8483,764,A
21877,13157,336,C
21878,31893,204,F
21879,41007,366,B
21880,11674,379,D
21881,12463,733,D
21882,39140,725,D
21883,11809,196,F
21884,31872,142,A
21885,39499,354,F
21886,24903,931,C
21887,35875,545,B
21888,23598,958,C
21889,7956,530,C
21890,44535,396,B
21891,28234,651,B
21892,35786,695,A
21893,40477,262,B
21894,630,551,D
21895,3091,558,B
21896,35128,372,A
21897,34246,758,A
21898,20739,643,A
21899,12916,339,A
21900,11808,559,D
21901,29157,456,D
21902,25452,777,B
21903,43232,526,C
21904,21772,296,C
21905,3721,597,C
21906,41264,499,A
21907,9128,816,B
21908,36390,511,C
21909,1907,744,C
21910,27254,511,C
21911,4925,443,B
21912,34964,35,A
21913,21510,742,B
21914,30408,770,D
21915,16238,341,D
21916,4072,6,A
21917,33355,871,C
21918,47091,550,F
21919,31303,336,F
21920,9352,945,D
21921,10115,307,F
21922,3872,461,F
21923,17493,143,C
21924,7922,107,C
21925,48963,336,A
21926,29153,186,A
21927,30438,459,C
21928,15330,92,F
21929,46494,295,F
21930,1724,983,B
21931,46187,129,D
21932,3599,28,D
21933,20376,740,F
21934,43192,500,A
21935,19257,878,A
21936,26599,771,C
21937,12167,940,C
21938,42007,303,A
21939,28805,781,C
21940,31287,318,A
21941,39192,59,B
21942,38681,906,C
21943,21582,652,B
21944,42612,975,A
21945,36904,420,C
21946,18275,87,C
21947,11891,556,A
21948,32088,461,A
21949,22989,114,C
21950,720,606,A
21951,16585,932,F
21952,44661,674,B
21953,23784,570,D
21954,6263,295,F
21955,41284,3,B
21956,22115,30,F
21957,20761,998,D
21958,28569,610,F
21959,4002,134,B
21960,28122,998,D
21961,44556,391,B
21962,23258,875,A
21963,41868,319,A
21964,10588,884,A
21965,27757,487,B
21966,25865,616,D
21967,31667,405,B
21968,24776,78,A
21969,13580,711,F
21970,45582,25,F
21971,15423,715,C
21972,43636,347,D
21973,22904,398,B
21974,36006,344,F
21975,30310,527,C
21976,6955,501,B
21977,37400,195,B
21978,12355,65,A
21979,41608,610,C
21980,2993,204,B
21981,33632,348,B
21982,47079,177,C
21983,4273,718,B
21984,42550,438,F
21985,39637,518,A
21986,49588,580,D
21987,35738,17,C
21988,5291,304,B
21989,38267,735,A
21990,37738,433,D
21991,32301,934,F
21992,1541,745,D
21993,2551,773,B
21994,38742,327,D
21995,45562,972,F
21996,22286,864,F
21997,4762,875,A
21998,31740,296,F
21999,29767,159,A
22000,38134,893,C
22001,46822,588,D
22002,37250,711,B
22003,6780,187,A
22004,22419,956,A
22005,14732,751,C
22006,37622,942,C
22007,576,442,C
22008,18108,331,F
22009,38310,812,F
22010,39997,193,B
22011,26593,304,D
22012,18881,279,C
22013,19598,550,B
22014,43484,995,F
22015,46857,789,B
22016,5983,684,A
22017,40415,238,D
22018,6775,337,A
22019,19173,342,B
22020,21122,792,A
22021,27481,280,F
22022,37991,991,A
22023,19826,934,D
22024,47318,847,D
22025,1217,169,C
22026,29822,682,C
22027,31806,593,D
22028,6737,220,A
22029,34383,616,C
22030,7583,162,D
22031,30157,786,D
22032,42382,993,C
22033,46405,573,C
22034,4324,971,C
22035,15920,335,C
22036,4420,87,F
22037,31943,38,B
22038,41261,701,C
22039,25938,113,F
22040,43391,347,A
22041,2457,809,B
22042,32395,802,B
22043,21047,298,A
22044,37998,758,D
22045,30020,767,C
22046,16732,346,B
22047,23918,770,D
22048,44099,401,D
22049,49481,935,A
22050,12540,479,A
22051,42482,472,F
22052,47679,166,C
22053,14051,48,B
22054,359,738,A
22055,23936,873,F
22056,32174,663,F
22057,43331,413,A
22058,13898,70,D
22059,33208,565,A
22060,12333,13,A
22061,42342,961,D
22062,2847,179,B
22063,16772,866,C
22064,10486,847,D
22065,40282,850,F
22066,7798,634,A
22067,34908,769,B
22068,43444,386,F
22069,24338,747,F
22070,42746,342,B
22071,31474,660,D
22072,19851,15,D
22073,45596,936,F
22074,34475,611,B
22075,33344,140,F
22076,37977,935,D
22077,33652,324,A
22078,14847,689,F
22079,45752,424,B
22080,29149,256,A
22081,22778,553,A
22082,39812,198,A
22083,14495,187,C
22084,44926,264,C
22085,40824,360,C
22086,2141,51,F
22087,5064,944,A
22088,37947,345,B
22089,11152,796,A
22090,14122,646,D
22091,6191,344,B
22092,33085,306,B
22093,49837,710,B
22094,30399,105,A
22095,7190,941,A
22096,32036,161,F
22097,14,857,D
22098,7586,280,F
22099,1120,237,B
22100,17930,396,A
22101,40654,903,F
22102,17654,511,D
22103,48370,292,C
22104,13288,230,D
22105,41652,698,A
22106,16624,334,A
22107,36177,793,F
22108,30611,684,D
22109,8361,589,A
22110,15729,104,D
22111,40491,963,B
22112,30413,998,D
22113,16823,705,F
22114,2977,512,A
22115,48802,812,A
22116,24988,894,B
22117,31981,626,B
22118,41716,631,C
22119,47913,693,C
22120,39250,196,D
22121,34229,597,C
22122,21379,865,D
22123,39211,554,B
22124,31591,583,A
22125,8862,679,C
22126,2553,981,B
22127,18355,690,F
22128,26622,499,C
22129,7085,286,D
22130,7864,535,B
22131,1313,460,F
22132,33838,774,D
22133,3831,467,B
22134,2397,903,B
22135,6244,538,A
22136,4641,608,F
22137,5100,105,F
22138,9138,447,C
22139,36363,74,A
22140,437,217,D
22141,16132,163,D
22142,34805,272,D
22143,11981,426,B
22144,17607,474,B
22145,6568,187,A
22146,27208,6,D
22147,13611,152,B
22148,42999,373,F
22149,2948,605,F
22150,17195,881,A
22151,48162,509,D
22152,41709,33,B
22153,46472,464,D
22154,48659,695,A
22155,48866,164,D
22156,42495,611,C
22157,1899,449,C
22158,49140,988,A
22159,10622,53,D
22160,41026,98,A
22161,4989,320,D
22162,49298,567,A
22163,35355,590,B
22164,8492,539,C
22165,38676,396,D
22166,31340,546,B
22167,10102,444,B
22168,37412,249,A
22169,3957,973,C
22170,21627,408,D
22171,10897,169,B
22172,20957,875,B
22173,44826,676,A
22174,41687,56,D
22175,39830,159,A
22176,14699,425,B
22177,32387,915,D
22178,1625,101,C
22179,27698,884,B
22180,30630,992,B
22181,5264,37,F
22182,25344,656,F
22183,2211,866,F
22184,22991,44,F
22185,16837,323,D
22186,36918,205,D
22187,18447,355,C
22188,17146,716,B
22189,42120,717,B
22190,13620,332,A
22191,21768,339,F
22192,39294,398,A
22193,25554,556,F
22194,35806,451,D
22195,12997,968,D
22196,22544,337,A
22197,42678,536,F
22198,44437,385,B
22199,41633,778,A
22200,11525,263,B
22201,27342,110,A
22202,32183,525,B
22203,7502,358,F
22204,45242,857,F
22205,5288,144,B
22206,876,477,D
22207,1026,597,A
22208,22011,990,A
22209,99,267,C
22210,49498,425,D
22211,48897,613,F
22212,24908,916,F
22213,3207,742,D
22214,25214,503,C
22215,44169,924,C
22216,31092,729,A
22217,39707,521,F
22218,7795,547,A
22219,45048,518,F
22220,46624,821,D
22221,43146,428,B
22222,2275,877,B
22223,20433,350,A
22224,23814,575,D
22225,19569,542,D
22226,48370,317,B
22227,48720,534,F
22228,28635,392,A
22229,42998,44,C
22230,21197,720,B
22231,46119,447,F
22232,48434,237,C
22233,16488,598,C
22234,31526,773,F
22235,20108,997,B
22236,5102,352,A
22237,23788,490,D
22238,12458,888,F
22239,11718,81,A
22240,47971,33,B
22241,14516,842,B
22242,45263,996,F
22243,39881,369,B
22244,16428,867,D
22245,5752,101,F
22246,47695,576,F
22247,21627,375,C
22248,9795,416,D
22249,974,381,A
22250,30274,627,A
22251,40732,113,A
22252,39896,335,F
22253,7222,154,C
22254,36251,277,A
22255,20646,126,B
22256,38798,520,F
22257,40549,806,F
22258,14401,773,D
22259,4033,385,D
22260,30822,693,C
22261,8811,553,D
22262,8573,702,D
22263,40064,760,D
22264,43933,911,D
22265,8111,779,B
22266,28999,639,C
22267,12157,412,D
22268,4357,901,F
22269,23788,637,A
22270,15702,951,F
22271,15398,672,D
22272,32717,667,A
22273,14986,942,B
22274,21774,173,F
22275,48467,516,D
22276,44676,842,A
22277,10658,774,D
22278,4396,913,A
22279,29421,271,A
22280,17017,866,F
22281,6947,295,D
22282,9910,297,C
22283,48600,850,D
22284,4348,304,D
22285,32791,178,B
22286,34695,412,C
22287,39219,431,C
22288,14239,529,D
22289,25152,940,F
22290,46324,934,A
22291,907,25,B
22292,9194,249,B
22293,36043,731,B
22294,16080,308,C
22295,17408,257,D
22296,7033,961,D
22297,3327,80,C
22298,20929,345,D
22299,28388,361,C
22300,43532,887,F
22301,6924,724,B
22302,47228,842,D
22303,10966,854,D
22304,33621,816,B
22305,34452,183,C
22306,26328,514,F
22307,24909,367,B
22308,22373,954,A
22309,6669,543,B
22310,31476,919,B
22311,48819,360,C
22312,17267,283,A
22313,3541,174,C
22314,47080,910,A
22315,17863,605,C
22316,25594,395,A
22317,16909,533,A
22318,6724,611,C
22319,41160,144,D
22320,16327,976,A
22321,16666,156,C
22322,44927,72,A
22323,19672,711,C
22324,11098,803,B
22325,19319,279,B
22326,20917,590,D
22327,42485,35,A
22328,29214,35,C
22329,16409,727,A
22330,44443,918,D
22331,39318,61,A
22332,12405,297,A
22333,8765,514,A
22334,36542,673,B
22335,29978,305,B
22336,28314,868,C
22337,28803,884,D
22338,18195,246,C
22339,45814,454,B
22340,35922,101,C
22341,19469,643,C
22342,15996,643,D
22343,46196,50,C
22344,15253,251,B
22345,33100,879,C
22346,42967,802,D
22347,16871,876,C
22348,47671,252,B
22349,38346,743,A
22350,41174,562,D
22351,19294,791,D
22352,4928,56,A
22353,37558,457,C
22354,37580,934,C
22355,20539,601,A
22356,35813,814,B
22357,12336,656,F
22358,3909,765,C
22359,6530,512,F
22360,10194,911,D
22361,33572,187,D
22362,45620,910,C
22363,44219,550,D
22364,27609,793,B
22365,5647,733,D
22366,19614,174,F
22367,13985,923,C
22368,14505,740,A
22369,12333,631,A
22370,34939,368,B
22371,38078,349,C
22372,17192,561,A
22373,36459,313,F
22374,18506,338,F
22375,29600,316,D
22376,28258,172,B
22377,45627,977,C
22378,10768,122,B
22379,34311,399,D
22380,26449,90,A
22381,32782,614,C
22382,25123,964,B
22383,4369,458,B
22384,15666,707,B
22385,31572,504,F
22386,14934,545,A
22387,38740,676,C
22388,14136,137,C
22389,48472,733,B
22390,3493,120,A
22391,15165,912,B
22392,17898,927,B
22393,17105,456,B
22394,8461,73,A
22395,30752,466,C
22396,40351,141,B
22397,20838,726,A
22398,42018,311,D
22399,26670,231,F
22400,6565,723,A
22401,30885,461,C
22402,31277,916,C
22403,35380,617,F
22404,47697,16,B
22405,7276,195,C
22406,32925,381,D
22407,16061,637,C
22408,1175,948,F
22409,53,566,D
22410,25684,507,C
22411,1557,216,F
22412,14992,913,B
22413,36047,479,A
22414,32287,335,D
22415,25610,625,F
22416,37672,14,F
22417,20252,364,C
22418,17188,114,C
22419,9216,258,B
22420,17149,158,D
22421,1706,673,D
22422,32019,856,F
22423,18290,315,D
22424,40048,552,D
22425,7248,658,B
22426,44495,994,A
22427,32254,931,F
22428,6442,500,C
22429,19611,740,B
22430,8832,489,D
22431,8751,454,B
22432,2527,29,F
22433,28662,487,D
22434,46457,737,D
22435,47649,603,F
22436,42389,103,A
22437,40576,311,A
22438,36221,88,B
22439,24404,916,B
22440,23452,511,F
